Date,SPY,QQQ,VTI,AGG,EFA
2025-01-02 00:00:00-05:00,581.16845703125,508.8987121582031,287.3789978027344,94.41517639160156,74.0672836303711
2025-01-03 00:00:00-05:00,588.43505859375,517.2269287109375,291.1542663574219,94.3177490234375,74.39166259765625
2025-01-06 00:00:00-05:00,591.8247680664062,523.1713256835938,292.7835998535156,94.22032165527344,75.09941101074219
2025-01-07 00:00:00-05:00,585.134765625,513.8357543945312,289.5150146484375,93.88907623291016,75.0404281616211
2025-01-08 00:00:00-05:00,585.9896850585938,513.925537109375,289.7832336425781,93.99624633789062,74.92247772216797
2025-01-10 00:00:00-05:00,577.0430908203125,505.8666687011719,285.43170166015625,93.47015380859375,73.78221893310547
2025-01-13 00:00:00-05:00,577.937744140625,504.2408752441406,285.8986511230469,93.38245391845703,73.57579040527344
2025-01-14 00:00:00-05:00,578.7329711914062,503.76214599609375,286.5444641113281,93.41168975830078,73.84120178222656
2025-01-15 00:00:00-05:00,589.2601318359375,515.351806640625,291.800048828125,94.22032165527344,74.78485870361328
2025-01-16 00:00:00-05:00,588.1268920898438,511.7413024902344,291.58148193359375,94.4249038696289,75.16822052001953
2025-01-17 00:00:00-05:00,594.0316162109375,520.378662109375,294.27386474609375,94.4249038696289,75.47293853759766
2025-01-21 00:00:00-05:00,599.4691162109375,523.4307250976562,297.1947326660156,94.73667907714844,76.9965591430664
2025-01-22 00:00:00-05:00,602.8389892578125,530.1231689453125,298.6452331542969,94.51260375976562,76.81961822509766
2025-01-23 00:00:00-05:00,606.1293334960938,531.250244140625,300.2149658203125,94.3567123413086,77.44872283935547
2025-01-24 00:00:00-05:00,604.35986328125,528.2481079101562,299.3406677246094,94.51260375976562,77.88123321533203
2025-01-27 00:00:00-05:00,595.81103515625,512.8683471679688,295.16802978515625,95.0386962890625,77.88123321533203
2025-01-28 00:00:00-05:00,600.930419921875,520.448486328125,297.701416015625,95.00946044921875,77.78292846679688
2025-01-29 00:00:00-05:00,598.2365112304688,519.4710693359375,296.4297180175781,94.95101928710938,77.77310943603516
2025-01-30 00:00:00-05:00,601.4473266601562,521.6852416992188,298.2875671386719,95.08740234375,78.6282958984375
2025-01-31 00:00:00-05:00,598.2464599609375,520.92724609375,296.65826416015625,94.8925552368164,77.89105987548828
2025-02-03 00:00:00-05:00,594.2205200195312,516.7581176757812,294.492431640625,94.98249816894531,76.97689056396484
2025-02-04 00:00:00-05:00,598.2066650390625,523.1015625,296.6284484863281,95.15843963623047,77.87140655517578
2025-02-05 00:00:00-05:00,600.6321411132812,525.475341796875,297.9994812011719,95.6667251586914,78.6282958984375
2025-02-06 00:00:00-05:00,602.7197265625,528.2182006835938,298.73468017578125,95.56897735595703,79.0018310546875
2025-02-07 00:00:00-05:00,597.2026977539062,521.5556030273438,296.0621643066406,95.2659683227539,78.2547607421875
2025-02-10 00:00:00-05:00,601.2584228515625,527.8690795898438,297.959716796875,95.2952880859375,78.78557586669922
2025-02-11 00:00:00-05:00,601.7157592773438,526.6123657226562,297.8007507324219,95.08023071289062,79.15910339355469
2025-02-12 00:00:00-05:00,599.7772827148438,526.9215087890625,296.8172302246094,94.58171844482422,79.45399475097656
2025-02-13 00:00:00-05:00,606.1094360351562,534.5017700195312,299.9169006347656,95.1486587524414,80.41731262207031
2025-02-14 00:00:00-05:00,606.0796508789062,536.7459106445312,299.8771667480469,95.50055694580078,80.53527069091797
2025-02-18 00:00:00-05:00,607.8590087890625,537.962646484375,300.7216491699219,95.11933898925781,81.11521911621094
2025-02-19 00:00:00-05:00,609.2904663085938,538.1123046875,301.14886474609375,95.25618743896484,80.27969360351562
2025-02-20 00:00:00-05:00,606.755615234375,535.8281860351562,299.5294494628906,95.40280151367188,80.65322875976562
2025-02-21 00:00:00-05:00,596.3776245117188,524.7073364257812,293.9956970214844,95.8133544921875,80.15190887451172
2025-02-24 00:00:00-05:00,593.663818359375,518.5135498046875,292.4954833984375,95.97953033447266,80.1027603149414
2025-02-25 00:00:00-05:00,590.71142578125,511.9806823730469,291.04498291015625,96.57579803466797,80.83016204833984
2025-02-26 00:00:00-05:00,591.0096435546875,513.2174682617188,291.1443176269531,96.73218536376953,80.93828582763672
2025-02-27 00:00:00-05:00,581.5759887695312,498.9646911621094,286.6338806152344,96.5855712890625,80.02412414550781
2025-02-28 00:00:00-05:00,590.6517944335938,506.8441162109375,291.0549011230469,97.01566314697266,80.19123077392578
2025-03-03 00:00:00-05:00,580.3036499023438,495.7530822753906,285.83905029296875,97.2254867553711,81.07591247558594
2025-03-04 00:00:00-05:00,573.4346313476562,494.25701904296875,282.27239990234375,96.9803695678711,81.05624389648438
2025-03-05 00:00:00-05:00,579.5978393554688,500.7001647949219,285.48138427734375,96.6469955444336,82.99271392822266
2025-03-06 00:00:00-05:00,569.309326171875,486.92620849609375,280.1761474609375,96.5489501953125,82.13751983642578
2025-03-07 00:00:00-05:00,572.5001831054688,490.5068359375,281.4974670410156,96.43128967285156,82.99271392822266
2025-03-10 00:00:00-04:00,557.2513427734375,471.4965515136719,273.8276672363281,96.89212036132812,81.03659057617188
2025-03-11 00:00:00-04:00,552.6189575195312,470.3695068359375,271.9102478027344,96.5489501953125,80.76136016845703
2025-03-12 00:00:00-04:00,555.551513671875,475.6756591796875,273.2514343261719,96.26460266113281,81.34130859375
2025-03-13 00:00:00-04:00,548.1456909179688,467.1180114746094,269.4165344238281,96.55875396728516,80.80066680908203
2025-03-14 00:00:00-04:00,559.4680786132812,478.4084777832031,275.1887512207031,96.36265563964844,82.28496551513672
2025-03-17 00:00:00-04:00,563.7823486328125,481.5103454589844,277.4638671875,96.49012756347656,83.20896911621094
2025-03-18 00:00:00-04:00,557.688720703125,473.3018493652344,274.47344970703125,96.58817291259766,83.19913482666016
2025-03-19 00:00:00-04:00,563.762451171875,479.6352844238281,277.593017578125,96.87252044677734,83.44487762451172
2025-03-20 00:00:00-04:00,562.1321411132812,478.009521484375,276.9273986816406,96.93134307861328,82.74696350097656
2025-03-21 00:00:00-04:00,562.317626953125,479.58538818359375,277.03668212890625,96.81369018554688,82.23582458496094
2025-03-24 00:00:00-04:00,572.3878784179688,490.10955810546875,282.16314697265625,96.44110870361328,82.22599029541016
2025-03-25 00:00:00-04:00,573.7637939453125,492.90643310546875,282.6399841308594,96.52933502197266,82.67816162109375
2025-03-26 00:00:00-04:00,566.9140625,483.83660888671875,279.3316650390625,96.29402160644531,81.6067123413086
2025-03-27 00:00:00-04:00,565.4085083007812,481.0797119140625,278.15020751953125,96.24500274658203,81.78364562988281
2025-03-28 00:00:00-04:00,554.0221557617188,468.4139404296875,272.60693359375,96.80388641357422,81.05624389648438
2025-03-31 00:00:00-04:00,557.7411499023438,468.39398193359375,274.0126953125,96.99016571044922,80.33867645263672
2025-04-01 00:00:00-04:00,559.3164672851562,472.16973876953125,274.93988037109375,97.34922790527344,80.45662689208984
2025-04-02 00:00:00-04:00,562.8560791015625,475.6158447265625,277.11334228515625,97.24102020263672,80.64339447021484
2025-04-03 00:00:00-04:00,535.1180419921875,450.1544494628906,263.1654357910156,97.75255584716797,78.95267486572266
2025-04-04 00:00:00-04:00,503.7906494140625,422.19586181640625,247.72207641601562,97.8410873413086,73.7428970336914
2025-04-07 00:00:00-04:00,502.893310546875,423.2146911621094,246.91452026367188,96.60160064697266,71.96371459960938
2025-04-08 00:00:00-04:00,495.0166015625,415.59326171875,243.01629638671875,96.09990692138672,71.71797180175781
2025-04-09 00:00:00-04:00,547.0029296875,465.47723388671875,267.671875,96.31632995605469,77.25212097167969
2025-04-10 00:00:00-04:00,523.0337524414062,445.6794738769531,256.65509033203125,95.55885314941406,75.728515625
2025-04-11 00:00:00-04:00,532.3661499023438,453.8902282714844,260.9521179199219,95.46048736572266,77.62565612792969
2025-04-14 00:00:00-04:00,537.5308837890625,456.966796875,263.3548889160156,96.02120208740234,78.46118927001953
2025-04-15 00:00:00-04:00,536.0253295898438,457.4761962890625,262.8962707519531,96.21794891357422,79.16893005371094
2025-04-16 00:00:00-04:00,524.1105346679688,443.68170166015625,257.4327697753906,96.52290344238281,78.86421203613281
2025-04-17 00:00:00-04:00,524.8583374023438,443.601806640625,257.97113037109375,96.2769775390625,79.71939849853516
