,Annualized Return,Annualized Volatility,Sharpe,Max Drawdown
SPY,0.2289130676260951,0.1927894197356692,1.0836334686443518,-0.1875523597774731
QQQ,0.3004504916576958,0.23587790736351003,1.1889646418877846,-0.22768303549553837
VTI,0.22945134584037774,0.19304608007104657,1.0849810872269128,-0.1930359870637004
AGG,0.049206314470013446,0.0508821335032128,0.5739994072412333,-0.04822059822985181
EFA,0.21987734245067014,0.1677130985150359,1.1917813469575285,-0.14053475967120543
